Genes,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
AC163354.1,0,0,0,2.397895273,0,0,0,0,1.791759469,0,0,1.182410322,1.098612289,2.079441542,4.49980967,0,4.59511985,3.784189634,0,4.795790546,1.945910149,4.189654742,3.80666249,4.727387819
Trim16,2.48490665,3.36729583,3.044522438,4.127134385,3.044522438,3.218875825,4.753590191,3.135494216,3.931825633,4.17438727,2.944438979,4.517362219,0.693147181,1.386294361,2.302585093,3.496507561,3.295836866,0,1.609437912,5.170483995,1.791759469,0,2.197224577,2.302585093
Tesmin,2.197224577,0.693147181,0,2.708050201,0,0,0,2.944438979,1.098612289,3.218875825,2.197224577,2.370514281,0.693147181,0.693147181,0,1.609437912,0,0,2.772588722,0,0,0,0,1.609437912
Rasgrp4,4.718498871,5.198497031,3.258096538,5.707110265,5.673323267,4.844187086,5.459585514,4.927253685,5.505331536,4.510859507,5.209486153,2.623400379,4.406719247,5.438079309,4.890349128,4.787491743,4.852030264,3.610917913,3.761200116,4.787491743,3.17805383,4.990432587,3.465735903,4.007333185
Spry4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,1.386294361,1.945910149,0,3.295836866,0.693147181,2.397895273,2.708050201,0,2.833213344
Klrb1c,2.397895273,3.526360525,0,4.127134385,3.218875825,3.258096538,0,4.521788577,3.496507561,2.48490665,0.693147181,0.023353109,3.663561646,3.433987204,5.087596335,4.744932128,5.831882477,5.758901774,5.65248918,5.262690189,5.407171771,5.768320996,5.209486153,5.198497031
Colq,4.859812404,4.934473933,0,4.804021045,3.850147602,4.262679877,4.795790546,3.583518938,5.030437921,1.386294361,4.912654886,3.596308119,4.442651256,4.406719247,5.347107531,4.605170186,4.465908119,3.850147602,3.33220451,4.430816799,3.828641396,4.077537444,2.564949357,2.944438979
Strip2,0,0,0,0,0,0,0,0,0,0,0,0.371709403,0,0,0,0,0,2.302585093,2.197224577,0,3.044522438,0,0,0.693147181
Gzma,4.430816799,6.393590754,4.110873864,5.857933154,4.532599493,5.303304908,4.043051268,4.510859507,2.944438979,5.379897354,3.36729583,2.458415306,5.231108617,4.189654742,6.498282149,6.69950034,6.504288174,5.517452896,4.543294782,6.886531643,5.583496309,7.465082736,6.541029999,5.993961427
Socs2,2.079441542,0,1.945910149,0,0,0,0,0,0,2.833213344,0,0,3.465735903,4.634728988,4.110873864,3.258096538,4.043051268,2.944438979,4.672828834,4.564348191,4.691347882,5.743003188,4.976733742,5.488937726
Gm17509,0,0,0,1.609437912,0,0,0,0,0,1.945910149,0,0,5.220355825,5.342334252,5.451038454,5.187385806,5.686975356,5.541263545,5.231108617,4.605170186,5.209486153,5.308267697,3.737669618,4.828313737
Loxl1,4.644390899,4.691347882,2.564949357,5.880532986,5.313205979,5.170483995,4.927253685,4.836281907,4.762173935,4.615120517,4.317488114,1.367141266,0,0,0,0,2.197224577,0,0,0,0,0,0,1.609437912
Tmem141,0,0,0,0,1.791759469,0,0,2.564949357,1.609437912,0,0,0,4.356708827,3.850147602,4.382026635,3.36729583,4.007333185,4.779123493,4.127134385,2.302585093,2.397895273,0,2.564949357,2.397895273
Ptges,0,0,0,0,0,0,2.564949357,0,0,0,0,0.984651994,0,2.63905733,0,0,0,0,0.693147181,0,0,0,0,0
Qpct,0,0,0,0,0,0,0,0,1.609437912,0,0,0,4.86753445,4.718498871,4.521788577,3.135494216,5.030437921,5.236441963,5.598421959,3.17805383,4.919980926,4.356708827,3.988984047,3.713572067
Gm11651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
Slfn1,4.644390899,4.634728988,2.944438979,4.615120517,4.406719247,2.833213344,2.302585093,4.574710979,4.189654742,5.799092654,4.844187086,1.681671254,9.175645402,9.176473302,9.394327208,9.099855639,9.19482056,9.361773076,9.157993892,9.205528815,8.978029933,8.945202264,8.561401446,8.494743063
Sulf2,5.379897354,4.709530201,4.262679877,4.727387819,5.572154032,5.602118821,4.553876892,5.049856007,4.543294782,3.433987204,4.605170186,1.231038374,4.753590191,5.123963979,5.932245187,5.18178355,4.844187086,1.386294361,4.96284463,4.262679877,5.111987788,4.624972813,3.496507561,4.852030264
Mt1,0,0,2.397895273,0,0,0.693147181,0,0,0,0,0,0,1.945910149,0,0,0,0,0,1.609437912,0,2.63905733,3.871201011,3.891820298,2.890371758
Ighv1-61,4.882801923,4.17438727,4.787491743,5.313205979,5.384495063,4.317488114,5.164785974,4.691347882,4.418840608,4.990432587,4.709530201,0.636104696,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc92,5.525452939,4.934473933,1.609437912,5.38907173,5.231108617,5.214935758,4.304065093,4.787491743,4.852030264,5.117993812,5.375278408,3.073635631,6.400257445,6.622736324,6.971668605,6.599870499,6.728628613,6.51174533,6.194405391,6.385194399,6.135564891,6.226536669,5.762051383,6.131226489
G430095P16Rik,1.098612289,2.397895273,0,2.48490665,0,0,0,0,1.386294361,0,0,0,5.111987788,5.605802066,5.874930731,5.416100402,4.934473933,5.568344504,5.192956851,5.135798437,5.332718793,4.86753445,4.852030264,4.672828834
Igkv4-86,4.905274778,4.770684624,4.753590191,5.318119994,5.141663557,4.290459441,5.416100402,2.63905733,4.007333185,4.9698133,4.804021045,0.620842555,0,0,0,0,0,0,0,0,0,0,0,0
Gm23722,2.63905733,3.044522438,0,3.258096538,2.197224577,0,0,0.693147181,0,0,1.609437912,0,0,0.693147181,4.248495242,1.609437912,0,2.708050201,0,2.708050201,2.833213344,3.295836866,3.784189634,4.234106505
Gm15925,3.433987204,2.833213344,3.295836866,2.890371758,2.944438979,2.890371758,1.609437912,1.945910149,1.609437912,1.098612289,3.044522438,0.84662502,0.693147181,0,0.693147181,0,0,0,0,0,0,0,0,0
Trbj2-3,0,0,0,0,0,0,0,0,0,0,0,0,5.123963979,4.919980926,5.370638028,5.062595033,4.709530201,5.252273428,5.459585514,4.744932128,5.010635294,5.529429088,4.787491743,4.356708827
Gm10686,0,0,1.609437912,0,0,0,3.295836866,2.48490665,2.302585093,0,0,0.467277219,2.708050201,3.970291914,4.234106505,0.693147181,0,4.077537444,1.609437912,0,3.433987204,3.433987204,0,2.079441542
Dnajc6,0.693147181,0,0,0,0,0.693147181,0,0,0,0,0,0.217656052,4.983606622,5.288267031,5.484796933,5.18178355,4.605170186,5.572154032,5.303304908,5.293304825,5.153291594,4.736198448,5.379897354,4.304065093
Gm8185,0,0,0,0,0,0,0,0,0.693147181,0,0.693147181,0,0,0,0,1.098612289,0.693147181,1.609437912,0.693147181,0.693147181,0,0,0,0
Gm12064,6.079933195,5.293304825,4.624972813,6.230481448,6.285998095,5.976350909,5.075173815,5.398162702,5.762051383,4.262679877,5.361292166,2.788126293,0,0,0,0,0,0,0,0,0,0,0,0
Syde1,4.787491743,4.510859507,3.218875825,4.59511985,5.225746674,4.787491743,4.86753445,4.418840608,4.543294782,3.951243719,4.49980967,2.261463142,5.513428746,5.347107531,5.746203191,5.720311777,5.683579767,5.988961417,6.278521424,6.011267174,5.755742214,5.438079309,4.762173935,4.8978398
Tmem38b,4.532599493,4.043051268,0.693147181,3.401197382,4.709530201,2.772588722,3.135494216,3.583518938,3.988984047,2.995732274,0.693147181,0.236633739,5.204006687,5.940171253,5.97126184,4.430816799,4.927253685,5.262690189,5.135798437,4.983606622,4.672828834,4.17438727,3.891820298,4.204692619
Tiam2,4.418840608,4.248495242,0,4.875197323,4.025351691,4.65396035,2.944438979,3.044522438,3.871201011,3.33220451,3.218875825,3.016529381,4.574710979,5.198497031,4.682131227,4.828313737,5.38907173,4.828313737,4.8978398,4.644390899,4.709530201,3.828641396,3.63758616,4.262679877
Fam124b,0,2.302585093,0,2.397895273,0,0,0,0,0,0,0,0,5.247024072,5.272999559,4.736198448,5.620400866,3.688879454,4.663439094,5.799092654,4.852030264,4.477336814,5.424950017,4.17438727,4.553876892
Trav13-1,0,0,0,0,0,0,0,0,0,0,0,0,5.123963979,4.663439094,5.318119994,5.252273428,4.65396035,6.059123196,4.890349128,4.553876892,4.941642423,5.365976015,4.248495242,4.369447852
Shank1,5.733341277,5.236441963,5.267858159,7.201170883,6.926577033,6.73459166,6.633318433,6.597145702,7.003974137,6.263398263,6.02827852,1.080379723,3.526360525,2.708050201,2.890371758,1.098612289,3.36729583,3.33220451,2.833213344,3.784189634,4.672828834,3.583518938,3.33220451,2.833213344
Gm29243,0,0,0,0,0,0,0,0,0,0,0,0,4.110873864,4.430816799,6.12249281,5.187385806,4.465908119,5.252273428,4.553876892,5.198497031,5.267858159,4.406719247,2.944438979,4.007333185
Gabbr1,5.683579767,5.814130532,5.700443573,6.423246964,6.746412129,6.255750042,5.80814249,6.357842267,6.253828812,5.811140993,6.495265556,4.280075393,6.875232087,7.184629153,7.316548177,6.326149473,7.232733136,6.971668605,7.645875825,7.182352112,7.381501895,7.478734826,6.786716951,7.492203043
Trav14d-3-dv8,0,0,0,0,0,0,0,0,0,0,0,0,4.634728988,4.836281907,5.513428746,4.454347296,4.890349128,4.744932128,5.313205979,5.375278408,4.836281907,4.919980926,4.615120517,4.219507705
Gm31243,4.852030264,5.129898715,4.624972813,5.135798437,5.438079309,5.442417711,5.099866428,4.553876892,4.905274778,4.812184355,4.844187086,1.260902637,0,0,0,0,0,0,0,0,0,0,0,0
Ighg1,3.610917913,4.691347882,2.079441542,6.095824562,4.343805422,3.988984047,4.890349128,3.891820298,4.919980926,4.890349128,4.682131227,3.452486089,0,0,0,0,0,0,0,0,0,0,0.693147181,0
Ighv2-3,4.532599493,4.234106505,4.369447852,4.779123493,5.370638028,5.293304825,5.068904202,3.828641396,5.257495372,5.370638028,4.8978398,1.068108522,0,0,0,0,0,0,0,0,0,0,0,0
Mmp25,0,0,0,0,0,0,0,0,0,0,0,0,2.63905733,4.65396035,4.343805422,5.513428746,4.110873864,4.828313737,4.564348191,5.332718793,4.663439094,4.682131227,4.49980967,5.97126184
Gm10505,5.680172609,5.564520407,4.624972813,5.59471138,5.631211782,5.429345629,5.147494477,5.135798437,5.59471138,4.406719247,4.691347882,2.4564283,0,4.584967479,1.098612289,2.944438979,4.553876892,3.951243719,4.941642423,0.693147181,3.737669618,3.713572067,3.63758616,3.401197382
Gm10640,4.043051268,0.693147181,1.609437912,1.945910149,4.077537444,2.772588722,0,1.609437912,2.708050201,1.945910149,0,1.110631563,4.812184355,4.890349128,5.272999559,4.820281566,5.257495372,5.976350909,5.587248658,4.248495242,5.799092654,4.941642423,4.219507705,4.828313737
Krt222,5.272999559,6.063785209,5.866468057,6.416732283,5.411646052,5.587248658,4.820281566,5.602118821,5.455321115,5.948034989,5.105945474,1.480677057,3.044522438,3.36729583,4.127134385,3.610917913,4.369447852,3.36729583,3.218875825,0.693147181,4.605170186,3.931825633,3.091042453,2.63905733
Nkd2,0,0.693147181,0,0,2.302585093,1.945910149,0,1.945910149,2.890371758,0,3.218875825,0.203539159,5.327876169,5.214935758,6.023447593,4.96284463,5.347107531,5.655991811,6.267200549,5.416100402,6.098074282,5.902633333,5.513428746,5.609471795
Plcb4,0,2.302585093,0.693147181,0,0.693147181,0.693147181,0.693147181,0.693147181,0,2.944438979,0,0,5.303304908,5.976350909,4.276666119,6.033086222,5.159055299,6.075346031,4.983606622,5.262690189,5.370638028,5.877735782,4.094344562,5.583496309
Trav14-3,0,0,0,0,0,0,0,0,0,0,0,0,4.553876892,4.804021045,4.927253685,5.225746674,5.703782475,5.209486153,4.94875989,4.369447852,5.214935758,4.394449155,4.454347296,4.060443011
Klra6,0,0,0,0,0,0,0,0,0,0,0,0,2.944438979,4.442651256,3.433987204,4.189654742,5.030437921,3.850147602,5.416100402,4.955827058,4.672828834,4.934473933,5.231108617,4.077537444
Ebi3,4.795790546,4.553876892,0.693147181,4.189654742,4.584967479,4.465908119,5.036952602,4.043051268,3.496507561,4.007333185,2.890371758,3.127283225,3.63758616,0,0,4.418840608,3.931825633,0,0,0,1.791759469,3.80666249,0,2.197224577
Ccl2,0,0,0,0,0,0,0,0,0,0,0,0,1.945910149,0,0,0,0,0,0,0,0,0,0,0
Plscr4,2.708050201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302585093,3.401197382,0,3.17805383
Mical2,0,0,0,0,0,0,0,2.302585093,0,0,0,0,4.787491743,2.079441542,4.060443011,0.693147181,4.672828834,4.189654742,4.110873864,5.241747015,4.644390899,4.043051268,1.386294361,4.127134385
Stbd1,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,0,0,0,3.218875825,0,0,0,0,0,0,0
Opn3,5.598421959,5.225746674,4.094344562,6.340359304,5.976350909,5.605802066,6.107022888,5.159055299,5.093750201,5.805134969,5.814130532,2.497192078,0,2.079441542,0,0,0,0,0,0,0,0,0,3.258096538
Slc6a19os,0.693147181,0,0,0,3.091042453,0,0,0,2.48490665,0,0,0,5.267858159,4.65396035,5.38907173,4.976733742,4.584967479,5.908082938,5.170483995,5.056245805,5.38907173,4.394449155,4.553876892,3.401197382
Nlrp10,5.204006687,4.744932128,4.17438727,5.252273428,5.111987788,4.8978398,4.8978398,4.49980967,4.844187086,5.204006687,3.931825633,2.070919987,0,0,0,0,0,0,0,0,3.433987204,0,0,0
Trav5-4,0,0,0,0,0,0,0,0,0,0,0,0,4.48863637,5.683579767,5.225746674,4.736198448,5.159055299,5.293304825,4.912654886,4.820281566,4.9698133,4.043051268,3.912023005,4.718498871
Ston2,3.401197382,2.890371758,0,1.098612289,0.693147181,0,0,0,2.079441542,3.951243719,0,2.775194147,3.526360525,3.663561646,4.718498871,0,3.610917913,4.997212274,4.276666119,3.610917913,0,5.111987788,4.48863637,3.295836866
Cd226,4.304065093,3.713572067,4.844187086,4.521788577,3.044522438,3.17805383,3.63758616,4.094344562,4.304065093,4.682131227,2.079441542,1.826824938,7.971430998,7.596894438,8.010691539,7.540621529,7.606884531,8.099250562,8.073402969,7.400620577,7.746732908,7.41397029,6.758094504,7.41517511
Abcb1a,2.63905733,2.63905733,3.526360525,0.693147181,2.397895273,0.693147181,0,2.63905733,3.135494216,1.945910149,2.302585093,2.037611314,6.163314804,6.501289671,6.380122537,6.797940413,6.723832441,6.403574198,6.898714534,6.455198563,6.584791392,6.844815479,6.363028104,6.257667588
Gm15638,2.63905733,2.48490665,1.609437912,4.700480366,2.197224577,3.36729583,2.833213344,4.262679877,3.218875825,4.025351691,4.317488114,1.341471809,6.177944114,6.249975242,6.56667243,6.224558429,6.349138991,6.871091295,6.605297921,6.455198563,6.523562306,6.393590754,5.017279837,6.11368218
Cnn3,8.581106517,8.224431573,8.279443488,8.68067166,8.829811749,8.345930262,8.125926803,7.726653665,8.294299609,8.206583614,8.326758815,1.600308253,6.587550015,6.398594935,6.773080376,5.814130532,6.527957918,6.857514063,6.257667588,6.01615716,5.38907173,5.365976015,5.375278408,5.105945474
Fam78b,0,0,0,1.945910149,0,3.828641396,2.63905733,0,0,2.833213344,0.693147181,1.818970767,0,4.077537444,2.708050201,0.693147181,3.17805383,4.369447852,4.262679877,3.688879454,4.49980967,4.158883083,3.737669618,3.091042453
Gpnmb,0,0,0,0,0,0,0,0,0,0,0,0,4.025351691,3.583518938,4.86753445,3.496507561,3.044522438,4.394449155,3.17805383,3.496507561,4.406719247,3.401197382,2.48490665,3.688879454
AC133496.1,0,0,0,1.098612289,0,0.693147181,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0
Gm42778,4.934473933,4.025351691,0,4.663439094,4.890349128,4.49980967,4.127134385,2.944438979,4.430816799,2.944438979,4.574710979,0.361268265,5.351858133,5.068904202,4.727387819,4.465908119,4.779123493,5.241747015,5.318119994,5.204006687,4.983606622,4.584967479,4.418840608,3.526360525
Rnd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833213344,0,3.044522438,3.555348061,0,3.044522438,0,0,0,0
Gm15372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0,0,0
Nme4,0,1.098612289,0,3.850147602,2.564949357,1.609437912,0,0,2.397895273,0,0.693147181,0,5.262690189,4.934473933,5.545177444,5.934894196,5.564520407,5.857933154,5.257495372,4.718498871,4.744932128,4.369447852,4.682131227,4.49980967
Gm14005,3.496507561,2.397895273,0,4.094344562,0,0,1.791759469,0,0,3.258096538,0,0,3.433987204,3.091042453,4.510859507,4.564348191,4.110873864,0,2.890371758,3.555348061,2.48490665,5.147494477,3.737669618,2.772588722
Gm26947,0,1.945910149,0,2.833213344,1.791759469,0,0,2.197224577,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrta1,0,0,0,0,0,0,0,0,0,0,0,0,4.17438727,4.941642423,4.94875989,3.33220451,5.361292166,4.94875989,5.141663557,4.779123493,5.693732139,4.905274778,4.17438727,4.718498871
Tet1,4.234106505,3.988984047,2.564949357,4.882801923,4.762173935,4.605170186,4.343805422,4.510859507,3.258096538,3.555348061,4.663439094,0.836960223,6.6147256,7.021083964,6.721425701,6.91274282,7.158513997,7.055312843,7.409741954,6.719013154,6.790097236,6.626717749,6.226536669,6.483107351
Rasl12,0,1.945910149,0,3.891820298,0,0,4.890349128,0.693147181,2.197224577,1.791759469,0,0,2.197224577,1.609437912,0,2.302585093,0,0,0,2.890371758,2.708050201,3.258096538,1.791759469,2.995732274
Fam92b,0,0,0,0,0,0,0.693147181,0,0,0,0,0.684020078,0,0,0,0,0,0,0,0,0,0,0,0
Gm48038,5.703782475,4.919980926,3.951243719,5.220355825,4.510859507,5.231108617,4.574710979,4.779123493,5.030437921,3.218875825,4.442651256,3.3295975,0.693147181,0,1.609437912,0,0.693147181,1.609437912,4.394449155,1.945910149,0,0,0.693147181,2.63905733
Ncald,0,1.609437912,2.833213344,0,0,3.091042453,0,0,1.609437912,0,0.693147181,0,0,1.791759469,2.197224577,4.442651256,5.123963979,4.762173935,4.8978398,5.442417711,1.609437912,4.787491743,4.828313737,3.784189634
Ugt1a5,0,0,0,0,0,0,0,0,0,0,0,0,2.397895273,0,0,0,0,0,0,0,0,0,0,0
Gm36999,0,0,0,0,0,0,0,0,0,0,0,0,4.672828834,5.129898715,4.094344562,3.970291914,4.875197323,4.795790546,5.241747015,4.736198448,5.379897354,5.111987788,4.9698133,4.927253685
Eepd1,4.077537444,2.397895273,3.912023005,3.465735903,0,2.302585093,3.17805383,3.36729583,2.564949357,0,3.33220451,0.588253589,0,3.63758616,2.397895273,3.496507561,2.944438979,0,2.995732274,3.36729583,3.912023005,0,0,1.609437912
